"","Longitude","Latitude","Time","Temperature","Relative Humidity"
"1",31.8999996185303,38.2999992370605,2020-01-01 00:00:00,273.561404473523,98.7496538476532
"2",31.8999996185303,38.2999992370605,2020-01-01 01:00:00,274.353041470465,98.4064336030248
"3",31.8999996185303,38.2999992370605,2020-01-01 02:00:00,274.448403682967,98.053581434997
"4",31.8999996185303,38.2999992370605,2020-01-01 03:00:00,274.448403682967,98.0834872326753
"5",31.8999996185303,38.2999992370605,2020-01-01 04:00:00,274.289031218237,98.5089607766899
"6",31.8999996185303,38.2999992370605,2020-01-01 05:00:00,274.059116842887,98.8990873220203
"7",31.8999996185303,38.2999992370605,2020-01-01 06:00:00,273.970286288775,99.1255055918113
"8",31.8999996185303,38.2999992370605,2020-01-01 07:00:00,272.616926670242,98.9975699263918
"9",31.8999996185303,38.2999992370605,2020-01-01 08:00:00,274.119208100081,97.2027781426651
"10",31.8999996185303,38.2999992370605,2020-01-01 09:00:00,275.123777160556,95.7617132696592
"11",31.8999996185303,38.2999992370605,2020-01-01 10:00:00,275.310582590527,94.9602942548809
"12",31.8999996185303,38.2999992370605,2020-01-01 11:00:00,275.455585406799,94.6250623479806
"13",31.8999996185303,38.2999992370605,2020-01-01 12:00:00,275.421620783168,94.5152355844909
"14",31.8999996185303,38.2999992370605,2020-01-01 13:00:00,275.288374951999,94.7290960532526
"15",31.8999996185303,38.2999992370605,2020-01-01 14:00:00,274.758004290682,95.909089887755
"16",31.8999996185303,38.2999992370605,2020-01-01 15:00:00,274.204119659159,96.800361945428
"17",31.8999996185303,38.2999992370605,2020-01-01 16:00:00,273.138153009812,97.7135315596102
"18",31.8999996185303,38.2999992370605,2020-01-01 17:00:00,272.100925657384,98.0692935885557
"19",31.8999996185303,38.2999992370605,2020-01-01 18:00:00,271.739071782544,98.2417714241719
"20",31.8999996185303,38.2999992370605,2020-01-01 19:00:00,271.813532688197,97.9021540790172
"21",31.8999996185303,38.2999992370605,2020-01-01 20:00:00,271.68681851542,98.4342104949757
"22",31.8999996185303,38.2999992370605,2020-01-01 21:00:00,271.485643436989,98.7668492200677
"23",31.8999996185303,38.2999992370605,2020-01-01 22:00:00,271.770423742819,98.776390250011
"24",31.8999996185303,38.2999992370605,2020-01-01 23:00:00,271.872317613713,98.819634959387
"25",31.8999996185303,38.2999992370605,2020-01-02 00:00:00,271.987274801387,98.7812748724464
"26",31.8999996185303,38.2999992370605,2020-01-02 01:00:00,271.953310177756,98.6836885733008
"27",31.8999996185303,38.2999992370605,2020-01-02 02:00:00,271.740378114223,98.6117643816719
"28",31.8999996185303,38.2999992370605,2020-01-02 03:00:00,271.451678813358,98.5087624274793
"29",31.8999996185303,38.2999992370605,2020-01-02 04:00:00,271.177349160952,98.3843935856925
"30",31.8999996185303,38.2999992370605,2020-01-02 05:00:00,271.021895691256,98.2222926977102
"31",31.8999996185303,38.2999992370605,2020-01-02 06:00:00,271.048022324818,98.0123261276051
"32",31.8999996185303,38.2999992370605,2020-01-02 07:00:00,271.311901323799,97.7535123862209
"33",31.8999996185303,38.2999992370605,2020-01-02 08:00:00,271.844884648472,97.0425469892343
"34",31.8999996185303,38.2999992370605,2020-01-02 09:00:00,272.406607270064,96.6824971100451
"35",31.8999996185303,38.2999992370605,2020-01-02 10:00:00,272.929139941313,96.3016889040193
"36",31.8999996185303,38.2999992370605,2020-01-02 11:00:00,273.54311583003,95.9319468518864
"37",31.8999996185303,38.2999992370605,2020-01-02 12:00:00,273.912807694938,95.5702862787203
"38",31.8999996185303,38.2999992370605,2020-01-02 13:00:00,274.059116842887,95.7183832135603
"39",31.8999996185303,38.2999992370605,2020-01-02 14:00:00,273.902357041513,96.4711196577642
"40",31.8999996185303,38.2999992370605,2020-01-02 15:00:00,273.458204270952,97.0732591845408
"41",31.8999996185303,38.2999992370605,2020-01-02 16:00:00,272.835084060488,97.3304844671785
"42",31.8999996185303,38.2999992370605,2020-01-02 17:00:00,272.171467568003,97.5380440366782
"43",31.8999996185303,38.2999992370605,2020-01-02 18:00:00,271.557491679286,97.7623822756666
"44",31.8999996185303,38.2999992370605,2020-01-02 19:00:00,270.965723429097,97.9461857105244
"45",31.8999996185303,38.2999992370605,2020-01-02 20:00:00,270.955272775672,98.0149563421405
"46",31.8999996185303,38.2999992370605,2020-01-02 21:00:00,270.764548350666,98.0689746841902
"47",31.8999996185303,38.2999992370605,2020-01-02 22:00:00,270.495444024973,98.0876865374432
"48",31.8999996185303,38.2999992370605,2020-01-02 23:00:00,270.529408648604,98.0437099373105
"49",31.8999996185303,38.2999992370605,2020-01-03 00:00:00,270.407919802539,98.1461762341607
"50",31.8999996185303,38.2999992370605,2020-01-03 01:00:00,269.638490444126,98.3930870271203
"51",31.8999996185303,38.2999992370605,2020-01-03 02:00:00,269.603219488817,98.3953437846535
"52",31.8999996185303,38.2999992370605,2020-01-03 03:00:00,269.596687830426,98.4160046848586
"53",31.8999996185303,38.2999992370605,2020-01-03 04:00:00,269.20478832699,98.5356650761391
"54",31.8999996185303,38.2999992370605,2020-01-03 05:00:00,268.923927016194,98.5365100965282
"55",31.8999996185303,38.2999992370605,2020-01-03 06:00:00,268.92653967955,98.4743971856658
"56",31.8999996185303,38.2999992370605,2020-01-03 07:00:00,270.88734352841,97.663745502489
"57",31.8999996185303,38.2999992370605,2020-01-03 08:00:00,271.69335017381,97.382362533271
"58",31.8999996185303,38.2999992370605,2020-01-03 09:00:00,272.279893097287,96.945023201614
"59",31.8999996185303,38.2999992370605,2020-01-03 10:00:00,272.859904362372,96.364498760212
"60",31.8999996185303,38.2999992370605,2020-01-03 11:00:00,273.33410276153,95.4607501084531
"61",31.8999996185303,38.2999992370605,2020-01-03 12:00:00,273.799156838941,94.827139066919
"62",31.8999996185303,38.2999992370605,2020-01-03 13:00:00,274.125739758472,94.3676694743354
"63",31.8999996185303,38.2999992370605,2020-01-03 14:00:00,273.999025585694,95.5002897610763
"64",31.8999996185303,38.2999992370605,2020-01-03 15:00:00,273.419014320608,96.7507623978665
"65",31.8999996185303,38.2999992370605,2020-01-03 16:00:00,272.721433204491,96.596088779116
"66",31.8999996185303,38.2999992370605,2020-01-03 17:00:00,272.29818174078,96.8616502869989
"67",31.8999996185303,38.2999992370605,2020-01-03 18:00:00,272.1179079692,96.6819317252345
"68",31.8999996185303,38.2999992370605,2020-01-03 19:00:00,272.801119436857,94.8495677370092
"69",31.8999996185303,38.2999992370605,2020-01-03 20:00:00,272.282505760643,95.4730732457286
"70",31.8999996185303,38.2999992370605,2020-01-03 21:00:00,271.535284040758,96.3072340037742
"71",31.8999996185303,38.2999992370605,2020-01-03 22:00:00,270.984012072591,96.8752659490705
"72",31.8999996185303,38.2999992370605,2020-01-03 23:00:00,270.46278573302,97.2983964219819
"73",31.8999996185303,38.2999992370605,2020-01-04 00:00:00,270.294268946543,97.4290586635029
"74",31.8999996185303,38.2999992370605,2020-01-04 01:00:00,269.885387131291,97.6909255586884
"75",31.8999996185303,38.2999992370605,2020-01-04 02:00:00,269.341953153192,98.0303997502726
"76",31.8999996185303,38.2999992370605,2020-01-04 03:00:00,268.73189625951,98.4232320545129
"77",31.8999996185303,38.2999992370605,2020-01-04 04:00:00,268.234183890146,98.6886462499223
"78",31.8999996185303,38.2999992370605,2020-01-04 05:00:00,267.803094436366,98.8097450026321
"79",31.8999996185303,38.2999992370605,2020-01-04 06:00:00,268.061748108634,98.6408469576519
"80",31.8999996185303,38.2999992370605,2020-01-04 07:00:00,270.533327643639,97.2221608699369
"81",31.8999996185303,38.2999992370605,2020-01-04 08:00:00,270.970948755809,95.9515446796543
"82",31.8999996185303,38.2999992370605,2020-01-04 09:00:00,273.754741561885,94.3079288796241
"83",31.8999996185303,38.2999992370605,2020-01-04 10:00:00,274.862510824932,92.4696781832073
"84",31.8999996185303,38.2999992370605,2020-01-04 11:00:00,275.338015555768,91.5411336851386
"85",31.8999996185303,38.2999992370605,2020-01-04 12:00:00,275.591443901323,91.0158439980299
"86",31.8999996185303,38.2999992370605,2020-01-04 13:00:00,275.509145005602,91.1853215361263
"87",31.8999996185303,38.2999992370605,2020-01-04 14:00:00,274.656110419789,93.4486051725383
"88",31.8999996185303,38.2999992370605,2020-01-04 15:00:00,272.644359635482,94.1969233752575
"89",31.8999996185303,38.2999992370605,2020-01-04 16:00:00,271.428164843152,93.8604305161449
"90",31.8999996185303,38.2999992370605,2020-01-04 17:00:00,270.513732668467,94.011301157157
"91",31.8999996185303,38.2999992370605,2020-01-04 18:00:00,270.774999004091,92.9790560856242
"92",31.8999996185303,38.2999992370605,2020-01-04 19:00:00,272.522870789417,90.7345088926346
