"","Longitude","Latitude","Time","Temperature","Relative Humidity"
"1",44,39.5,2020-01-01 00:00:00,267.249209804843,92.7859784303944
"2",44,39.5,2020-01-01 01:00:00,266.811588692672,93.1060530641451
"3",44,39.5,2020-01-01 02:00:00,266.882130603291,92.7369377303874
"4",44,39.5,2020-01-01 03:00:00,266.865148291475,92.725173243968
"5",44,39.5,2020-01-01 04:00:00,266.692712509963,92.8641695625854
"6",44,39.5,2020-01-01 05:00:00,267.242678146452,92.622442487712
"7",44,39.5,2020-01-01 06:00:00,269.050641188971,91.5114713226546
"8",44,39.5,2020-01-01 07:00:00,270.786755989194,92.3625575479196
"9",44,39.5,2020-01-01 08:00:00,272.679630590792,90.0078249363483
"10",44,39.5,2020-01-01 09:00:00,273.54311583003,88.0949129825364
"11",44,39.5,2020-01-01 10:00:00,273.957222971994,86.1959430386889
"12",44,39.5,2020-01-01 11:00:00,273.965060962063,86.0614714656414
"13",44,39.5,2020-01-01 12:00:00,273.467348592699,87.4064268284329
"14",44,39.5,2020-01-01 13:00:00,272.704450892676,90.1286069520405
"15",44,39.5,2020-01-01 14:00:00,272.098312994028,90.0011424734483
"16",44,39.5,2020-01-01 15:00:00,271.228296096399,91.3765798290733
"17",44,39.5,2020-01-01 16:00:00,270.036921605953,92.8802683969252
"18",44,39.5,2020-01-01 17:00:00,268.755410229716,94.2098270971044
"19",44,39.5,2020-01-01 18:00:00,267.805707099722,94.8467467628847
"20",44,39.5,2020-01-01 19:00:00,267.068936033262,95.6698038746752
"21",44,39.5,2020-01-01 20:00:00,266.614332609276,95.5752838860067
"22",44,39.5,2020-01-01 21:00:00,266.326939640089,95.2825986980623
"23",44,39.5,2020-01-01 22:00:00,266.116620239912,94.8757251886257
"24",44,39.5,2020-01-01 23:00:00,266.078736621246,94.2888482496468
"25",44,39.5,2020-01-02 00:00:00,266.019951695731,93.7087628048741
"26",44,39.5,2020-01-02 01:00:00,265.95071611679,93.2083417603243
"27",44,39.5,2020-01-02 02:00:00,265.843596919184,92.7793341466832
"28",44,39.5,2020-01-02 03:00:00,265.763910686819,92.3604467471763
"29",44,39.5,2020-01-02 04:00:00,265.729946063188,91.9680777794462
"30",44,39.5,2020-01-02 05:00:00,266.077430289568,91.2541341281832
"31",44,39.5,2020-01-02 06:00:00,268.379186706417,89.498237122683
"32",44,39.5,2020-01-02 07:00:00,270.458866737986,90.8427413272452
"33",44,39.5,2020-01-02 08:00:00,272.70183822932,88.6902840688566
"34",44,39.5,2020-01-02 09:00:00,273.667217339451,86.4537925026473
"35",44,39.5,2020-01-02 10:00:00,274.222408302653,84.6528383804529
